基因名称,基因ID,涉及其他数据库,涉及其他数据的编号,涉及其他数据库的链接（若有多个网址用分号分隔）
NDUFB6 NADH:ubiquinone oxidoreductase subunit B6,4712,OMIM,603322,https://omim.org/entry/603322
NDUFB6 NADH:ubiquinone oxidoreductase subunit B6,4712,HGNC,7701,https://www.genenames.org/tools/search/#!/?query=%207701
NDUFB6 NADH:ubiquinone oxidoreductase subunit B6,4712,Ensembl,ENSG00000165264,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000165264
NDUFB6 NADH:ubiquinone oxidoreductase subunit B6,4712,UniProt,O95139,https://www.uniprot.org/uniprot/O95139
NDUFB7 NADH:ubiquinone oxidoreductase subunit B7,4713,NCBI-GeneID,4713,https://www.ncbi.nlm.nih.gov/gene/4713
NDUFB7 NADH:ubiquinone oxidoreductase subunit B7,4713,NCBI-ProteinID,NP_004137,https://www.ncbi.nlm.nih.gov/protein/NP_004137
NDUFB7 NADH:ubiquinone oxidoreductase subunit B7,4713,OMIM,603842,https://omim.org/entry/603842
NDUFB7 NADH:ubiquinone oxidoreductase subunit B7,4713,HGNC,7702,https://www.genenames.org/tools/search/#!/?query=%207702
NDUFB7 NADH:ubiquinone oxidoreductase subunit B7,4713,Ensembl,ENSG00000099795,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000099795
NDUFB7 NADH:ubiquinone oxidoreductase subunit B7,4713,UniProt,P17568,https://www.uniprot.org/uniprot/P17568
NDUFB8 NADH:ubiquinone oxidoreductase subunit B8,4714,NCBI-GeneID,4714,https://www.ncbi.nlm.nih.gov/gene/4714
NDUFB8 NADH:ubiquinone oxidoreductase subunit B8,4714,NCBI-ProteinID,NP_004995,https://www.ncbi.nlm.nih.gov/protein/NP_004995
NDUFB8 NADH:ubiquinone oxidoreductase subunit B8,4714,OMIM,602140,https://omim.org/entry/602140
NDUFB8 NADH:ubiquinone oxidoreductase subunit B8,4714,HGNC,7703,https://www.genenames.org/tools/search/#!/?query=%207703
NDUFB8 NADH:ubiquinone oxidoreductase subunit B8,4714,Ensembl,ENSG00000166136,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000166136
NDUFB8 NADH:ubiquinone oxidoreductase subunit B8,4714,UniProt,O95169,https://www.uniprot.org/uniprot/O95169
NDUFB9 NADH:ubiquinone oxidoreductase subunit B9,4715,NCBI-GeneID,4715,https://www.ncbi.nlm.nih.gov/gene/4715
NDUFB9 NADH:ubiquinone oxidoreductase subunit B9,4715,NCBI-ProteinID,NP_004996,https://www.ncbi.nlm.nih.gov/protein/NP_004996
NDUFB9 NADH:ubiquinone oxidoreductase subunit B9,4715,OMIM,601445,https://omim.org/entry/601445
NDUFB9 NADH:ubiquinone oxidoreductase subunit B9,4715,HGNC,7704,https://www.genenames.org/tools/search/#!/?query=%207704
NDUFB9 NADH:ubiquinone oxidoreductase subunit B9,4715,Ensembl,ENSG00000147684,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000147684
NDUFB9 NADH:ubiquinone oxidoreductase subunit B9,4715,UniProt,Q9Y6M9,https://www.uniprot.org/uniprot/Q9Y6M9
NDUFB10 NADH:ubiquinone oxidoreductase subunit B10,4716,NCBI-GeneID,4716,https://www.ncbi.nlm.nih.gov/gene/4716
NDUFB10 NADH:ubiquinone oxidoreductase subunit B10,4716,NCBI-ProteinID,NP_004539,https://www.ncbi.nlm.nih.gov/protein/NP_004539
NDUFB10 NADH:ubiquinone oxidoreductase subunit B10,4716,OMIM,603843,https://omim.org/entry/603843
NDUFB10 NADH:ubiquinone oxidoreductase subunit B10,4716,HGNC,7696,https://www.genenames.org/tools/search/#!/?query=%207696
NDUFB10 NADH:ubiquinone oxidoreductase subunit B10,4716,Ensembl,ENSG00000140990,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000140990
NDUFB10 NADH:ubiquinone oxidoreductase subunit B10,4716,UniProt,O96000 A8K761,https://www.uniprot.org/uniprot/O96000; https://www.uniprot.org/uniprot/A8K761
NDUFB11 NADH:ubiquinone oxidoreductase subunit B11,54539,NCBI-GeneID,54539,https://www.ncbi.nlm.nih.gov/gene/54539
NDUFB11 NADH:ubiquinone oxidoreductase subunit B11,54539,NCBI-ProteinID,NP_001129470,https://www.ncbi.nlm.nih.gov/protein/NP_001129470
NDUFB11 NADH:ubiquinone oxidoreductase subunit B11,54539,OMIM,300403,https://omim.org/entry/300403
NDUFB11 NADH:ubiquinone oxidoreductase subunit B11,54539,HGNC,20372,https://www.genenames.org/tools/search/#!/?query=%2020372
NDUFB11 NADH:ubiquinone oxidoreductase subunit B11,54539,Ensembl,ENSG00000147123,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000147123
NDUFB11 NADH:ubiquinone oxidoreductase subunit B11,54539,UniProt,Q9NX14,https://www.uniprot.org/uniprot/Q9NX14
NDUFC1 NADH:ubiquinone oxidoreductase subunit C1,4717,NCBI-GeneID,4717,https://www.ncbi.nlm.nih.gov/gene/4717
NDUFC1 NADH:ubiquinone oxidoreductase subunit C1,4717,NCBI-ProteinID,NP_001171915,https://www.ncbi.nlm.nih.gov/protein/NP_001171915
NDUFC1 NADH:ubiquinone oxidoreductase subunit C1,4717,OMIM,603844,https://omim.org/entry/603844
NDUFC1 NADH:ubiquinone oxidoreductase subunit C1,4717,HGNC,7705,https://www.genenames.org/tools/search/#!/?query=%207705
NDUFC1 NADH:ubiquinone oxidoreductase subunit C1,4717,Ensembl,ENSG00000109390,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000109390
NDUFC1 NADH:ubiquinone oxidoreductase subunit C1,4717,UniProt,O43677,https://www.uniprot.org/uniprot/O43677
NDUFC2 NADH:ubiquinone oxidoreductase subunit C2,4718,NCBI-GeneID,4718,https://www.ncbi.nlm.nih.gov/gene/4718
NDUFC2 NADH:ubiquinone oxidoreductase subunit C2,4718,NCBI-ProteinID,NP_004540,https://www.ncbi.nlm.nih.gov/protein/NP_004540
NDUFC2 NADH:ubiquinone oxidoreductase subunit C2,4718,OMIM,603845,https://omim.org/entry/603845
NDUFC2 NADH:ubiquinone oxidoreductase subunit C2,4718,HGNC,7706,https://www.genenames.org/tools/search/#!/?query=%207706
NDUFC2 NADH:ubiquinone oxidoreductase subunit C2,4718,Ensembl,ENSG00000151366,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000151366
NDUFC2 NADH:ubiquinone oxidoreductase subunit C2,4718,UniProt,O95298,https://www.uniprot.org/uniprot/O95298
ND1 NADH dehydrogenase subunit 1,4535,NCBI-GeneID,4535,https://www.ncbi.nlm.nih.gov/gene/4535
ND1 NADH dehydrogenase subunit 1,4535,NCBI-ProteinID,YP_003024026,https://www.ncbi.nlm.nih.gov/protein/YP_003024026
ND1 NADH dehydrogenase subunit 1,4535,OMIM,516000,https://omim.org/entry/516000
ND1 NADH dehydrogenase subunit 1,4535,HGNC,7455,https://www.genenames.org/tools/search/#!/?query=%207455
ND1 NADH dehydrogenase subunit 1,4535,UniProt,P03886 U5Z754,https://www.uniprot.org/uniprot/P03886; https://www.uniprot.org/uniprot/U5Z754
ND2 NADH dehydrogenase subunit 2,4536,NCBI-GeneID,4536,https://www.ncbi.nlm.nih.gov/gene/4536
ND2 NADH dehydrogenase subunit 2,4536,NCBI-ProteinID,YP_003024027,https://www.ncbi.nlm.nih.gov/protein/YP_003024027
ND2 NADH dehydrogenase subunit 2,4536,OMIM,516001,https://omim.org/entry/516001
ND2 NADH dehydrogenase subunit 2,4536,HGNC,7456,https://www.genenames.org/tools/search/#!/?query=%207456
ND2 NADH dehydrogenase subunit 2,4536,UniProt,P03891 Q7GXY9,https://www.uniprot.org/uniprot/P03891; https://www.uniprot.org/uniprot/Q7GXY9
ND3 NADH dehydrogenase subunit 3,4537,NCBI-GeneID,4537,https://www.ncbi.nlm.nih.gov/gene/4537
ND3 NADH dehydrogenase subunit 3,4537,NCBI-ProteinID,YP_003024033,https://www.ncbi.nlm.nih.gov/protein/YP_003024033
ND3 NADH dehydrogenase subunit 3,4537,OMIM,516002,https://omim.org/entry/516002
ND3 NADH dehydrogenase subunit 3,4537,HGNC,7458,https://www.genenames.org/tools/search/#!/?query=%207458
ND3 NADH dehydrogenase subunit 3,4537,UniProt,P03897 Q7GXZ5,https://www.uniprot.org/uniprot/P03897; https://www.uniprot.org/uniprot/Q7GXZ5
ND4 NADH dehydrogenase subunit 4,4538,NCBI-GeneID,4538,https://www.ncbi.nlm.nih.gov/gene/4538
ND4 NADH dehydrogenase subunit 4,4538,NCBI-ProteinID,YP_003024035,https://www.ncbi.nlm.nih.gov/protein/YP_003024035
ND4 NADH dehydrogenase subunit 4,4538,OMIM,516003,https://omim.org/entry/516003
ND4 NADH dehydrogenase subunit 4,4538,HGNC,7459,https://www.genenames.org/tools/search/#!/?query=%207459
ND4 NADH dehydrogenase subunit 4,4538,UniProt,P03905 H9EC08,https://www.uniprot.org/uniprot/P03905; https://www.uniprot.org/uniprot/H9EC08
ND5 NADH dehydrogenase subunit 5,4540,NCBI-GeneID,4540,https://www.ncbi.nlm.nih.gov/gene/4540
ND5 NADH dehydrogenase subunit 5,4540,NCBI-ProteinID,YP_003024036,https://www.ncbi.nlm.nih.gov/protein/YP_003024036
ND5 NADH dehydrogenase subunit 5,4540,OMIM,516005,https://omim.org/entry/516005
ND5 NADH dehydrogenase subunit 5,4540,HGNC,7461,https://www.genenames.org/tools/search/#!/?query=%207461
ND5 NADH dehydrogenase subunit 5,4540,UniProt,P03915 U5ZC31,https://www.uniprot.org/uniprot/P03915; https://www.uniprot.org/uniprot/U5ZC31
ND6 NADH dehydrogenase subunit 6,4541,NCBI-GeneID,4541,https://www.ncbi.nlm.nih.gov/gene/4541
ND6 NADH dehydrogenase subunit 6,4541,NCBI-ProteinID,YP_003024037,https://www.ncbi.nlm.nih.gov/protein/YP_003024037
ND6 NADH dehydrogenase subunit 6,4541,OMIM,516006,https://omim.org/entry/516006
ND6 NADH dehydrogenase subunit 6,4541,HGNC,7462,https://www.genenames.org/tools/search/#!/?query=%207462
ND6 NADH dehydrogenase subunit 6,4541,UniProt,P03923 U5Z977,https://www.uniprot.org/uniprot/P03923; https://www.uniprot.org/uniprot/U5Z977
NDUFS1 NADH:ubiquinone oxidoreductase core subunit S1,4719,NCBI-GeneID,4719,https://www.ncbi.nlm.nih.gov/gene/4719
NDUFS1 NADH:ubiquinone oxidoreductase core subunit S1,4719,NCBI-ProteinID,NP_004997,https://www.ncbi.nlm.nih.gov/protein/NP_004997
NDUFS1 NADH:ubiquinone oxidoreductase core subunit S1,4719,OMIM,157655,https://omim.org/entry/157655
NDUFS1 NADH:ubiquinone oxidoreductase core subunit S1,4719,HGNC,7707,https://www.genenames.org/tools/search/#!/?query=%207707
NDUFS1 NADH:ubiquinone oxidoreductase core subunit S1,4719,Ensembl,ENSG00000023228,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000023228
NDUFS1 NADH:ubiquinone oxidoreductase core subunit S1,4719,UniProt,P28331 E5KRK5,https://www.uniprot.org/uniprot/P28331; https://www.uniprot.org/uniprot/E5KRK5
NDUFS2 NADH:ubiquinone oxidoreductase core subunit S2,4720,NCBI-GeneID,4720,https://www.ncbi.nlm.nih.gov/gene/4720
NDUFS2 NADH:ubiquinone oxidoreductase core subunit S2,4720,NCBI-ProteinID,NP_004541,https://www.ncbi.nlm.nih.gov/protein/NP_004541
NDUFS2 NADH:ubiquinone oxidoreductase core subunit S2,4720,OMIM,602985,https://omim.org/entry/602985
NDUFS2 NADH:ubiquinone oxidoreductase core subunit S2,4720,HGNC,7708,https://www.genenames.org/tools/search/#!/?query=%207708
NDUFS2 NADH:ubiquinone oxidoreductase core subunit S2,4720,Ensembl,ENSG00000158864,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000158864
NDUFS2 NADH:ubiquinone oxidoreductase core subunit S2,4720,UniProt,O75306,https://www.uniprot.org/uniprot/O75306
NDUFS3 NADH:ubiquinone oxidoreductase core subunit S3,4722,NCBI-GeneID,4722,https://www.ncbi.nlm.nih.gov/gene/4722
NDUFS3 NADH:ubiquinone oxidoreductase core subunit S3,4722,NCBI-ProteinID,NP_004542,https://www.ncbi.nlm.nih.gov/protein/NP_004542
NDUFS3 NADH:ubiquinone oxidoreductase core subunit S3,4722,OMIM,603846,https://omim.org/entry/603846
NDUFS3 NADH:ubiquinone oxidoreductase core subunit S3,4722,HGNC,7710,https://www.genenames.org/tools/search/#!/?query=%207710
NDUFS3 NADH:ubiquinone oxidoreductase core subunit S3,4722,Ensembl,ENSG00000213619,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000213619
NDUFS3 NADH:ubiquinone oxidoreductase core subunit S3,4722,UniProt,O75489,https://www.uniprot.org/uniprot/O75489
NDUFS4 NADH:ubiquinone oxidoreductase subunit S4,4724,NCBI-GeneID,4724,https://www.ncbi.nlm.nih.gov/gene/4724
NDUFS4 NADH:ubiquinone oxidoreductase subunit S4,4724,NCBI-ProteinID,NP_002486,https://www.ncbi.nlm.nih.gov/protein/NP_002486
NDUFS4 NADH:ubiquinone oxidoreductase subunit S4,4724,OMIM,602694,https://omim.org/entry/602694
NDUFS4 NADH:ubiquinone oxidoreductase subunit S4,4724,HGNC,7711,https://www.genenames.org/tools/search/#!/?query=%207711
NDUFS4 NADH:ubiquinone oxidoreductase subunit S4,4724,Ensembl,ENSG00000164258,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000164258
NDUFS4 NADH:ubiquinone oxidoreductase subunit S4,4724,UniProt,O43181 A0A0S2Z433,https://www.uniprot.org/uniprot/O43181; https://www.uniprot.org/uniprot/A0A0S2Z433
NDUFS5 NADH:ubiquinone oxidoreductase subunit S5,4725,NCBI-GeneID,4725,https://www.ncbi.nlm.nih.gov/gene/4725
NDUFS5 NADH:ubiquinone oxidoreductase subunit S5,4725,NCBI-ProteinID,NP_001171908,https://www.ncbi.nlm.nih.gov/protein/NP_001171908
NDUFS5 NADH:ubiquinone oxidoreductase subunit S5,4725,OMIM,603847,https://omim.org/entry/603847
NDUFS5 NADH:ubiquinone oxidoreductase subunit S5,4725,HGNC,7712,https://www.genenames.org/tools/search/#!/?query=%207712
NDUFS5 NADH:ubiquinone oxidoreductase subunit S5,4725,Ensembl,ENSG00000168653,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000168653
NDUFS5 NADH:ubiquinone oxidoreductase subunit S5,4725,UniProt,O43920 Q6IBA0,https://www.uniprot.org/uniprot/O43920; https://www.uniprot.org/uniprot/Q6IBA0
NDUFS6 NADH:ubiquinone oxidoreductase subunit S6,4726,NCBI-GeneID,4726,https://www.ncbi.nlm.nih.gov/gene/4726
NDUFS6 NADH:ubiquinone oxidoreductase subunit S6,4726,NCBI-ProteinID,NP_004544,https://www.ncbi.nlm.nih.gov/protein/NP_004544
NDUFS6 NADH:ubiquinone oxidoreductase subunit S6,4726,OMIM,603848,https://omim.org/entry/603848
NDUFS6 NADH:ubiquinone oxidoreductase subunit S6,4726,HGNC,7713,https://www.genenames.org/tools/search/#!/?query=%207713
NDUFS6 NADH:ubiquinone oxidoreductase subunit S6,4726,Ensembl,ENSG00000145494,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000145494
NDUFS6 NADH:ubiquinone oxidoreductase subunit S6,4726,UniProt,O75380 Q6IBC4,https://www.uniprot.org/uniprot/O75380; https://www.uniprot.org/uniprot/Q6IBC4
NDUFS7 NADH:ubiquinone oxidoreductase core subunit S7,374291,NCBI-GeneID,374291,https://www.ncbi.nlm.nih.gov/gene/374291
NDUFS7 NADH:ubiquinone oxidoreductase core subunit S7,374291,NCBI-ProteinID,NP_077718,https://www.ncbi.nlm.nih.gov/protein/NP_077718
NDUFS7 NADH:ubiquinone oxidoreductase core subunit S7,374291,OMIM,601825,https://omim.org/entry/601825
NDUFS7 NADH:ubiquinone oxidoreductase core subunit S7,374291,HGNC,7714,https://www.genenames.org/tools/search/#!/?query=%207714
NDUFS7 NADH:ubiquinone oxidoreductase core subunit S7,374291,Ensembl,ENSG00000115286,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000115286
NDUFS7 NADH:ubiquinone oxidoreductase core subunit S7,374291,UniProt,O75251 Q7LD69,https://www.uniprot.org/uniprot/O75251; https://www.uniprot.org/uniprot/Q7LD69
NDUFS8 NADH:ubiquinone oxidoreductase core subunit S8,4728,NCBI-GeneID,4728,https://www.ncbi.nlm.nih.gov/gene/4728
NDUFS8 NADH:ubiquinone oxidoreductase core subunit S8,4728,NCBI-ProteinID,NP_002487,https://www.ncbi.nlm.nih.gov/protein/NP_002487
NDUFS8 NADH:ubiquinone oxidoreductase core subunit S8,4728,OMIM,602141,https://omim.org/entry/602141
NDUFS8 NADH:ubiquinone oxidoreductase core subunit S8,4728,HGNC,7715,https://www.genenames.org/tools/search/#!/?query=%207715
NDUFS8 NADH:ubiquinone oxidoreductase core subunit S8,4728,Ensembl,ENSG00000110717,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000110717
NDUFS8 NADH:ubiquinone oxidoreductase core subunit S8,4728,UniProt,O00217,https://www.uniprot.org/uniprot/O00217
NDUFV1 NADH:ubiquinone oxidoreductase core subunit V1,4723,NCBI-GeneID,4723,https://www.ncbi.nlm.nih.gov/gene/4723
NDUFV1 NADH:ubiquinone oxidoreductase core subunit V1,4723,NCBI-ProteinID,NP_009034,https://www.ncbi.nlm.nih.gov/protein/NP_009034
NDUFV1 NADH:ubiquinone oxidoreductase core subunit V1,4723,OMIM,161015,https://omim.org/entry/161015
NDUFV1 NADH:ubiquinone oxidoreductase core subunit V1,4723,HGNC,7716,https://www.genenames.org/tools/search/#!/?query=%207716
NDUFV1 NADH:ubiquinone oxidoreductase core subunit V1,4723,Ensembl,ENSG00000167792,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000167792
NDUFV1 NADH:ubiquinone oxidoreductase core subunit V1,4723,UniProt,P49821 E5KNH5,https://www.uniprot.org/uniprot/P49821; https://www.uniprot.org/uniprot/E5KNH5
NDUFV2 NADH:ubiquinone oxidoreductase core subunit V2,4729,NCBI-GeneID,4729,https://www.ncbi.nlm.nih.gov/gene/4729
NDUFV2 NADH:ubiquinone oxidoreductase core subunit V2,4729,NCBI-ProteinID,NP_066552,https://www.ncbi.nlm.nih.gov/protein/NP_066552
NDUFV2 NADH:ubiquinone oxidoreductase core subunit V2,4729,OMIM,600532,https://omim.org/entry/600532
NDUFV2 NADH:ubiquinone oxidoreductase core subunit V2,4729,HGNC,7717,https://www.genenames.org/tools/search/#!/?query=%207717
NDUFV2 NADH:ubiquinone oxidoreductase core subunit V2,4729,Ensembl,ENSG00000178127,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000178127
NDUFV2 NADH:ubiquinone oxidoreductase core subunit V2,4729,UniProt,P19404,https://www.uniprot.org/uniprot/P19404
NDUFV3 NADH:ubiquinone oxidoreductase subunit V3,4731,NCBI-GeneID,4731,https://www.ncbi.nlm.nih.gov/gene/4731
NDUFV3 NADH:ubiquinone oxidoreductase subunit V3,4731,NCBI-ProteinID,NP_001001503,https://www.ncbi.nlm.nih.gov/protein/NP_001001503
NDUFV3 NADH:ubiquinone oxidoreductase subunit V3,4731,OMIM,602184,https://omim.org/entry/602184
NDUFV3 NADH:ubiquinone oxidoreductase subunit V3,4731,HGNC,7719,https://www.genenames.org/tools/search/#!/?query=%207719
NDUFV3 NADH:ubiquinone oxidoreductase subunit V3,4731,Ensembl,ENSG00000160194,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000160194
NDUFV3 NADH:ubiquinone oxidoreductase subunit V3,4731,UniProt,P56181,https://www.uniprot.org/uniprot/P56181
NDUFA1 NADH:ubiquinone oxidoreductase subunit A1,4694,NCBI-GeneID,4694,https://www.ncbi.nlm.nih.gov/gene/4694
NDUFA1 NADH:ubiquinone oxidoreductase subunit A1,4694,NCBI-ProteinID,NP_004532,https://www.ncbi.nlm.nih.gov/protein/NP_004532
NDUFA1 NADH:ubiquinone oxidoreductase subunit A1,4694,OMIM,300078,https://omim.org/entry/300078
NDUFA1 NADH:ubiquinone oxidoreductase subunit A1,4694,HGNC,7683,https://www.genenames.org/tools/search/#!/?query=%207683
NDUFA1 NADH:ubiquinone oxidoreductase subunit A1,4694,Ensembl,ENSG00000125356,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000125356
NDUFA1 NADH:ubiquinone oxidoreductase subunit A1,4694,UniProt,O15239 Q6IBB5,https://www.uniprot.org/uniprot/O15239; https://www.uniprot.org/uniprot/Q6IBB5
NDUFA2 NADH:ubiquinone oxidoreductase subunit A2,4695,NCBI-GeneID,4695,https://www.ncbi.nlm.nih.gov/gene/4695
NDUFA2 NADH:ubiquinone oxidoreductase subunit A2,4695,NCBI-ProteinID,NP_002479,https://www.ncbi.nlm.nih.gov/protein/NP_002479
NDUFA2 NADH:ubiquinone oxidoreductase subunit A2,4695,OMIM,602137,https://omim.org/entry/602137
NDUFA2 NADH:ubiquinone oxidoreductase subunit A2,4695,HGNC,7685,https://www.genenames.org/tools/search/#!/?query=%207685
NDUFA2 NADH:ubiquinone oxidoreductase subunit A2,4695,Ensembl,ENSG00000131495,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000131495
NDUFA2 NADH:ubiquinone oxidoreductase subunit A2,4695,UniProt,O43678,https://www.uniprot.org/uniprot/O43678
NDUFA3 NADH:ubiquinone oxidoreductase subunit A3,4696,NCBI-GeneID,4696,https://www.ncbi.nlm.nih.gov/gene/4696
NDUFA3 NADH:ubiquinone oxidoreductase subunit A3,4696,NCBI-ProteinID,NP_004533,https://www.ncbi.nlm.nih.gov/protein/NP_004533
NDUFA3 NADH:ubiquinone oxidoreductase subunit A3,4696,OMIM,603832,https://omim.org/entry/603832
NDUFA3 NADH:ubiquinone oxidoreductase subunit A3,4696,HGNC,7686,https://www.genenames.org/tools/search/#!/?query=%207686
NDUFA3 NADH:ubiquinone oxidoreductase subunit A3,4696,Ensembl,ENSG00000170906,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000170906
NDUFA3 NADH:ubiquinone oxidoreductase subunit A3,4696,UniProt,O95167 Q6FGG4,https://www.uniprot.org/uniprot/O95167; https://www.uniprot.org/uniprot/Q6FGG4
NDUFA4 NDUFA4 mitochondrial complex associated,4697,NCBI-GeneID,4697,https://www.ncbi.nlm.nih.gov/gene/4697
NDUFA4 NDUFA4 mitochondrial complex associated,4697,NCBI-ProteinID,NP_002480,https://www.ncbi.nlm.nih.gov/protein/NP_002480
NDUFA4 NDUFA4 mitochondrial complex associated,4697,OMIM,603833,https://omim.org/entry/603833
NDUFA4 NDUFA4 mitochondrial complex associated,4697,HGNC,7687,https://www.genenames.org/tools/search/#!/?query=%207687
NDUFA4 NDUFA4 mitochondrial complex associated,4697,Ensembl,ENSG00000189043,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000189043
NDUFA4 NDUFA4 mitochondrial complex associated,4697,UniProt,O00483,https://www.uniprot.org/uniprot/O00483
NDUFA5 NADH:ubiquinone oxidoreductase subunit A5,4698,NCBI-GeneID,4698,https://www.ncbi.nlm.nih.gov/gene/4698
NDUFA5 NADH:ubiquinone oxidoreductase subunit A5,4698,NCBI-ProteinID,NP_001269349,https://www.ncbi.nlm.nih.gov/protein/NP_001269349
NDUFA5 NADH:ubiquinone oxidoreductase subunit A5,4698,OMIM,601677,https://omim.org/entry/601677
NDUFA5 NADH:ubiquinone oxidoreductase subunit A5,4698,HGNC,7688,https://www.genenames.org/tools/search/#!/?query=%207688
NDUFA5 NADH:ubiquinone oxidoreductase subunit A5,4698,Ensembl,ENSG00000128609,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000128609
NDUFA5 NADH:ubiquinone oxidoreductase subunit A5,4698,UniProt,Q16718,https://www.uniprot.org/uniprot/Q16718
NDUFA6 NADH:ubiquinone oxidoreductase subunit A6,4700,NCBI-GeneID,4700,https://www.ncbi.nlm.nih.gov/gene/4700
NDUFA6 NADH:ubiquinone oxidoreductase subunit A6,4700,NCBI-ProteinID,NP_002481,https://www.ncbi.nlm.nih.gov/protein/NP_002481
