涉及疾病,涉及疾病的编号,药物,药物编号,药物链接
Parkinsonian syndrome,H01600,Carbidopa hydrate and levodopa,D00253,https://www.kegg.jp/entry/D00253
Parkinsonian syndrome,H01600,Amantadine hydrochloride,D00777,https://www.kegg.jp/entry/D00777
Parkinsonian syndrome,H01600,Tolcapone,D00786,https://www.kegg.jp/entry/D00786
Parkinsonian syndrome,H01600,Carbidopa,D00558,https://www.kegg.jp/entry/D00558
Bipolar disorder,H01653,Divalproex sodium,D00304,https://www.kegg.jp/entry/D00304
Bipolar disorder,H01653,Lamotrigine,D00354,https://www.kegg.jp/entry/D00354
Bipolar disorder,H01653,Chlorpromazine hydrochloride,D00789,https://www.kegg.jp/entry/D00789
Bipolar disorder,H01653,Lumateperone tosylate,D11170,https://www.kegg.jp/entry/D11170
Bipolar disorder,H01653,Ziprasidone hydrochloride,D01939,https://www.kegg.jp/entry/D01939
Bipolar disorder,H01653,Lurasidone hydrochloride,D04820,https://www.kegg.jp/entry/D04820
Bipolar disorder,H01653,Loxapine,D02340,https://www.kegg.jp/entry/D02340
Bipolar disorder,H01653,Olanzapine,D00454,https://www.kegg.jp/entry/D00454
Bipolar disorder,H01653,Quetiapine fumarate,D00458,https://www.kegg.jp/entry/D00458
Bipolar disorder,H01653,Asenapine maleate,D02995,https://www.kegg.jp/entry/D02995
Bipolar disorder,H01653,Olanzapine and samidorphan,D12117,https://www.kegg.jp/entry/D12117
Bipolar disorder,H01653,Lithium carbonate,D00801,https://www.kegg.jp/entry/D00801
Bipolar disorder,H01653,Risperidone,D00426,https://www.kegg.jp/entry/D00426
Bipolar disorder,H01653,Aripiprazole,D01164,https://www.kegg.jp/entry/D01164
Bipolar disorder,H01653,Aripiprazole hydrate,D10516,https://www.kegg.jp/entry/D10516
Bipolar disorder,H01653,Cariprazine hydrochloride,D09876,https://www.kegg.jp/entry/D09876
Bipolar disorder,H01653,Dexmedetomidine hydrochloride,D01205,https://www.kegg.jp/entry/D01205
Bipolar disorder,H01653,Fluoxetine hydrochloride,D00823,https://www.kegg.jp/entry/D00823
Bipolar disorder,H01653,Olanzapine and fluoxetine hydrochloride,D10206,https://www.kegg.jp/entry/D10206
Parkinson disease,H00057,Droxidopa,D01277,https://www.kegg.jp/entry/D01277
Parkinson disease,H00057,Bromocriptine mesylate,D00780,https://www.kegg.jp/entry/D00780
Parkinson disease,H00057,Apomorphine hydrochloride,D02004,https://www.kegg.jp/entry/D02004
Parkinson disease,H00057,Levodopa,D00059,https://www.kegg.jp/entry/D00059
Parkinson disease,H00057,Carbidopa hydrate and levodopa,D00253,https://www.kegg.jp/entry/D00253
Parkinson disease,H00057,"Carbidopa, levodopa and entacapone",D10293,https://www.kegg.jp/entry/D10293
Parkinson disease,H00057,Amantadine hydrochloride,D00777,https://www.kegg.jp/entry/D00777
Parkinson disease,H00057,Ropinirole hydrochloride,D00784,https://www.kegg.jp/entry/D00784
Parkinson disease,H00057,Pramipexole dihydrochloride,D00559,https://www.kegg.jp/entry/D00559
Parkinson disease,H00057,Rotigotine,D05768,https://www.kegg.jp/entry/D05768
Parkinson disease,H00057,Selegiline hydrochloride,D00785,https://www.kegg.jp/entry/D00785
Parkinson disease,H00057,Rasagiline mesylate,D02562,https://www.kegg.jp/entry/D02562
Parkinson disease,H00057,Safinamide mesylate,D10191,https://www.kegg.jp/entry/D10191
Parkinson disease,H00057,Tolcapone,D00786,https://www.kegg.jp/entry/D00786
Parkinson disease,H00057,Entacapone,D00781,https://www.kegg.jp/entry/D00781
Parkinson disease,H00057,Opicapone,D10825,https://www.kegg.jp/entry/D10825
Parkinson disease,H00057,Istradefylline,D04641,https://www.kegg.jp/entry/D04641
Parkinson disease,H00057,Pimavanserin tartrate,D08969,https://www.kegg.jp/entry/D08969
Parkinson disease,H00057,Carbidopa,D00558,https://www.kegg.jp/entry/D00558
Parkinsonian syndrome,H01600,Diphenhydramine hydrochloride,D00669,https://www.kegg.jp/entry/D00669
Parkinsonian syndrome,H01600,Trihexyphenidyl hydrochloride,D00787,https://www.kegg.jp/entry/D00787
Parkinsonian syndrome,H01600,Biperiden hydrochloride,D02246,https://www.kegg.jp/entry/D02246
Parkinsonian syndrome,H01600,Biperiden lactate,D02247,https://www.kegg.jp/entry/D02247
Parkinsonian syndrome,H01600,Profenamine hydrochloride,D01118,https://www.kegg.jp/entry/D01118
Parkinsonian syndrome,H01600,Benztropine mesylate,D00778,https://www.kegg.jp/entry/D00778
Parkinsonian syndrome,H01600,Levodopa,D00059,https://www.kegg.jp/entry/D00059
Parkinsonian syndrome,H01600,Carbidopa hydrate and levodopa,D00253,https://www.kegg.jp/entry/D00253
Parkinsonian syndrome,H01600,Amantadine hydrochloride,D00777,https://www.kegg.jp/entry/D00777
Parkinsonian syndrome,H01600,Tolcapone,D00786,https://www.kegg.jp/entry/D00786
Parkinsonian syndrome,H01600,Carbidopa,D00558,https://www.kegg.jp/entry/D00558
Parkinson disease,H00057,Droxidopa,D01277,https://www.kegg.jp/entry/D01277
Parkinson disease,H00057,Bromocriptine mesylate,D00780,https://www.kegg.jp/entry/D00780
Parkinson disease,H00057,Apomorphine hydrochloride,D02004,https://www.kegg.jp/entry/D02004
Parkinson disease,H00057,Levodopa,D00059,https://www.kegg.jp/entry/D00059
Parkinson disease,H00057,Carbidopa hydrate and levodopa,D00253,https://www.kegg.jp/entry/D00253
Parkinson disease,H00057,"Carbidopa, levodopa and entacapone",D10293,https://www.kegg.jp/entry/D10293
Parkinson disease,H00057,Amantadine hydrochloride,D00777,https://www.kegg.jp/entry/D00777
Parkinson disease,H00057,Ropinirole hydrochloride,D00784,https://www.kegg.jp/entry/D00784
Parkinson disease,H00057,Pramipexole dihydrochloride,D00559,https://www.kegg.jp/entry/D00559
Parkinson disease,H00057,Rotigotine,D05768,https://www.kegg.jp/entry/D05768
Parkinson disease,H00057,Selegiline hydrochloride,D00785,https://www.kegg.jp/entry/D00785
Parkinson disease,H00057,Rasagiline mesylate,D02562,https://www.kegg.jp/entry/D02562
Parkinson disease,H00057,Safinamide mesylate,D10191,https://www.kegg.jp/entry/D10191
Parkinson disease,H00057,Tolcapone,D00786,https://www.kegg.jp/entry/D00786
Parkinson disease,H00057,Entacapone,D00781,https://www.kegg.jp/entry/D00781
Parkinson disease,H00057,Opicapone,D10825,https://www.kegg.jp/entry/D10825
Parkinson disease,H00057,Istradefylline,D04641,https://www.kegg.jp/entry/D04641
Parkinson disease,H00057,Pimavanserin tartrate,D08969,https://www.kegg.jp/entry/D08969
Parkinson disease,H00057,Carbidopa,D00558,https://www.kegg.jp/entry/D00558
Parkinsonian syndrome,H01600,Diphenhydramine hydrochloride,D00669,https://www.kegg.jp/entry/D00669
Parkinsonian syndrome,H01600,Trihexyphenidyl hydrochloride,D00787,https://www.kegg.jp/entry/D00787
Parkinsonian syndrome,H01600,Biperiden hydrochloride,D02246,https://www.kegg.jp/entry/D02246
Parkinsonian syndrome,H01600,Biperiden lactate,D02247,https://www.kegg.jp/entry/D02247
Parkinsonian syndrome,H01600,Profenamine hydrochloride,D01118,https://www.kegg.jp/entry/D01118
Parkinsonian syndrome,H01600,Benztropine mesylate,D00778,https://www.kegg.jp/entry/D00778
Parkinsonian syndrome,H01600,Levodopa,D00059,https://www.kegg.jp/entry/D00059
Parkinsonian syndrome,H01600,Carbidopa hydrate and levodopa,D00253,https://www.kegg.jp/entry/D00253
Parkinsonian syndrome,H01600,Amantadine hydrochloride,D00777,https://www.kegg.jp/entry/D00777
Parkinsonian syndrome,H01600,Tolcapone,D00786,https://www.kegg.jp/entry/D00786
Parkinsonian syndrome,H01600,Carbidopa,D00558,https://www.kegg.jp/entry/D00558
Ovarian cancer,H00027,Cyclophosphamide,D00287,https://www.kegg.jp/entry/D00287
Ovarian cancer,H00027,Melphalan,D00369,https://www.kegg.jp/entry/D00369
Ovarian cancer,H00027,Thiotepa,D00583,https://www.kegg.jp/entry/D00583
Ovarian cancer,H00027,Gemcitabine hydrochloride,D01155,https://www.kegg.jp/entry/D01155
Ovarian cancer,H00027,Paclitaxel,D00491,https://www.kegg.jp/entry/D00491
Ovarian cancer,H00027,Topotecan hydrochloride,D02168,https://www.kegg.jp/entry/D02168
Ovarian cancer,H00027,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Ovarian cancer,H00027,Bevacizumab,D06409,https://www.kegg.jp/entry/D06409
Ovarian cancer,H00027,Mirvetuximab soravtansine,D10954,https://www.kegg.jp/entry/D10954
Ovarian cancer,H00027,Cisplatin,D00275,https://www.kegg.jp/entry/D00275
Ovarian cancer,H00027,Carboplatin,D01363,https://www.kegg.jp/entry/D01363
Ovarian cancer,H00027,Olaparib,D09730,https://www.kegg.jp/entry/D09730
Ovarian cancer,H00027,Niraparib tosylate,D11895,https://www.kegg.jp/entry/D11895
Ovarian cancer,H00027,Rucaparib camsylate,D10982,https://www.kegg.jp/entry/D10982
Ovarian cancer,H00027,Altretamine,D02841,https://www.kegg.jp/entry/D02841
Parkinson disease,H00057,Droxidopa,D01277,https://www.kegg.jp/entry/D01277
Parkinson disease,H00057,Bromocriptine mesylate,D00780,https://www.kegg.jp/entry/D00780
Parkinson disease,H00057,Apomorphine hydrochloride,D02004,https://www.kegg.jp/entry/D02004
Parkinson disease,H00057,Levodopa,D00059,https://www.kegg.jp/entry/D00059
Parkinson disease,H00057,Carbidopa hydrate and levodopa,D00253,https://www.kegg.jp/entry/D00253
Parkinson disease,H00057,"Carbidopa, levodopa and entacapone",D10293,https://www.kegg.jp/entry/D10293
Parkinson disease,H00057,Amantadine hydrochloride,D00777,https://www.kegg.jp/entry/D00777
Parkinson disease,H00057,Ropinirole hydrochloride,D00784,https://www.kegg.jp/entry/D00784
Parkinson disease,H00057,Pramipexole dihydrochloride,D00559,https://www.kegg.jp/entry/D00559
Parkinson disease,H00057,Rotigotine,D05768,https://www.kegg.jp/entry/D05768
Parkinson disease,H00057,Selegiline hydrochloride,D00785,https://www.kegg.jp/entry/D00785
Parkinson disease,H00057,Rasagiline mesylate,D02562,https://www.kegg.jp/entry/D02562
Parkinson disease,H00057,Safinamide mesylate,D10191,https://www.kegg.jp/entry/D10191
Parkinson disease,H00057,Tolcapone,D00786,https://www.kegg.jp/entry/D00786
Parkinson disease,H00057,Entacapone,D00781,https://www.kegg.jp/entry/D00781
Parkinson disease,H00057,Opicapone,D10825,https://www.kegg.jp/entry/D10825
Parkinson disease,H00057,Istradefylline,D04641,https://www.kegg.jp/entry/D04641
Parkinson disease,H00057,Pimavanserin tartrate,D08969,https://www.kegg.jp/entry/D08969
Parkinson disease,H00057,Carbidopa,D00558,https://www.kegg.jp/entry/D00558
Parkinsonian syndrome,H01600,Diphenhydramine hydrochloride,D00669,https://www.kegg.jp/entry/D00669
Parkinsonian syndrome,H01600,Trihexyphenidyl hydrochloride,D00787,https://www.kegg.jp/entry/D00787
Parkinsonian syndrome,H01600,Biperiden hydrochloride,D02246,https://www.kegg.jp/entry/D02246
Parkinsonian syndrome,H01600,Biperiden lactate,D02247,https://www.kegg.jp/entry/D02247
Parkinsonian syndrome,H01600,Profenamine hydrochloride,D01118,https://www.kegg.jp/entry/D01118
Parkinsonian syndrome,H01600,Benztropine mesylate,D00778,https://www.kegg.jp/entry/D00778
Parkinsonian syndrome,H01600,Levodopa,D00059,https://www.kegg.jp/entry/D00059
Parkinsonian syndrome,H01600,Carbidopa hydrate and levodopa,D00253,https://www.kegg.jp/entry/D00253
Parkinsonian syndrome,H01600,Amantadine hydrochloride,D00777,https://www.kegg.jp/entry/D00777
Parkinsonian syndrome,H01600,Tolcapone,D00786,https://www.kegg.jp/entry/D00786
Parkinsonian syndrome,H01600,Carbidopa,D00558,https://www.kegg.jp/entry/D00558
Ovarian cancer,H00027,Cyclophosphamide,D00287,https://www.kegg.jp/entry/D00287
Ovarian cancer,H00027,Melphalan,D00369,https://www.kegg.jp/entry/D00369
Ovarian cancer,H00027,Thiotepa,D00583,https://www.kegg.jp/entry/D00583
Ovarian cancer,H00027,Gemcitabine hydrochloride,D01155,https://www.kegg.jp/entry/D01155
Ovarian cancer,H00027,Paclitaxel,D00491,https://www.kegg.jp/entry/D00491
Ovarian cancer,H00027,Topotecan hydrochloride,D02168,https://www.kegg.jp/entry/D02168
Ovarian cancer,H00027,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Ovarian cancer,H00027,Bevacizumab,D06409,https://www.kegg.jp/entry/D06409
Ovarian cancer,H00027,Mirvetuximab soravtansine,D10954,https://www.kegg.jp/entry/D10954
Ovarian cancer,H00027,Cisplatin,D00275,https://www.kegg.jp/entry/D00275
Ovarian cancer,H00027,Carboplatin,D01363,https://www.kegg.jp/entry/D01363
Ovarian cancer,H00027,Olaparib,D09730,https://www.kegg.jp/entry/D09730
Ovarian cancer,H00027,Niraparib tosylate,D11895,https://www.kegg.jp/entry/D11895
Ovarian cancer,H00027,Rucaparib camsylate,D10982,https://www.kegg.jp/entry/D10982
Ovarian cancer,H00027,Altretamine,D02841,https://www.kegg.jp/entry/D02841
Parkinson disease,H00057,Droxidopa,D01277,https://www.kegg.jp/entry/D01277
Parkinson disease,H00057,Bromocriptine mesylate,D00780,https://www.kegg.jp/entry/D00780
Parkinson disease,H00057,Apomorphine hydrochloride,D02004,https://www.kegg.jp/entry/D02004
Parkinson disease,H00057,Levodopa,D00059,https://www.kegg.jp/entry/D00059
Parkinson disease,H00057,Carbidopa hydrate and levodopa,D00253,https://www.kegg.jp/entry/D00253
Parkinson disease,H00057,"Carbidopa, levodopa and entacapone",D10293,https://www.kegg.jp/entry/D10293
Parkinson disease,H00057,Amantadine hydrochloride,D00777,https://www.kegg.jp/entry/D00777
Parkinson disease,H00057,Ropinirole hydrochloride,D00784,https://www.kegg.jp/entry/D00784
Parkinson disease,H00057,Pramipexole dihydrochloride,D00559,https://www.kegg.jp/entry/D00559
Parkinson disease,H00057,Rotigotine,D05768,https://www.kegg.jp/entry/D05768
Parkinson disease,H00057,Selegiline hydrochloride,D00785,https://www.kegg.jp/entry/D00785
Parkinson disease,H00057,Rasagiline mesylate,D02562,https://www.kegg.jp/entry/D02562
Parkinson disease,H00057,Safinamide mesylate,D10191,https://www.kegg.jp/entry/D10191
Parkinson disease,H00057,Tolcapone,D00786,https://www.kegg.jp/entry/D00786
Parkinson disease,H00057,Entacapone,D00781,https://www.kegg.jp/entry/D00781
Parkinson disease,H00057,Opicapone,D10825,https://www.kegg.jp/entry/D10825
Parkinson disease,H00057,Istradefylline,D04641,https://www.kegg.jp/entry/D04641
Parkinson disease,H00057,Pimavanserin tartrate,D08969,https://www.kegg.jp/entry/D08969
Parkinson disease,H00057,Carbidopa,D00558,https://www.kegg.jp/entry/D00558
Parkinsonian syndrome,H01600,Diphenhydramine hydrochloride,D00669,https://www.kegg.jp/entry/D00669
Parkinsonian syndrome,H01600,Trihexyphenidyl hydrochloride,D00787,https://www.kegg.jp/entry/D00787
Parkinsonian syndrome,H01600,Biperiden hydrochloride,D02246,https://www.kegg.jp/entry/D02246
Parkinsonian syndrome,H01600,Biperiden lactate,D02247,https://www.kegg.jp/entry/D02247
Parkinsonian syndrome,H01600,Profenamine hydrochloride,D01118,https://www.kegg.jp/entry/D01118
Parkinsonian syndrome,H01600,Benztropine mesylate,D00778,https://www.kegg.jp/entry/D00778
Parkinsonian syndrome,H01600,Levodopa,D00059,https://www.kegg.jp/entry/D00059
Parkinsonian syndrome,H01600,Carbidopa hydrate and levodopa,D00253,https://www.kegg.jp/entry/D00253
Parkinsonian syndrome,H01600,Amantadine hydrochloride,D00777,https://www.kegg.jp/entry/D00777
Parkinsonian syndrome,H01600,Tolcapone,D00786,https://www.kegg.jp/entry/D00786
Parkinsonian syndrome,H01600,Carbidopa,D00558,https://www.kegg.jp/entry/D00558
Parkinson disease,H00057,Droxidopa,D01277,https://www.kegg.jp/entry/D01277
Parkinson disease,H00057,Bromocriptine mesylate,D00780,https://www.kegg.jp/entry/D00780
Parkinson disease,H00057,Apomorphine hydrochloride,D02004,https://www.kegg.jp/entry/D02004
Parkinson disease,H00057,Levodopa,D00059,https://www.kegg.jp/entry/D00059
Parkinson disease,H00057,Carbidopa hydrate and levodopa,D00253,https://www.kegg.jp/entry/D00253
Parkinson disease,H00057,"Carbidopa, levodopa and entacapone",D10293,https://www.kegg.jp/entry/D10293
Parkinson disease,H00057,Amantadine hydrochloride,D00777,https://www.kegg.jp/entry/D00777
Parkinson disease,H00057,Ropinirole hydrochloride,D00784,https://www.kegg.jp/entry/D00784
Parkinson disease,H00057,Pramipexole dihydrochloride,D00559,https://www.kegg.jp/entry/D00559
Parkinson disease,H00057,Rotigotine,D05768,https://www.kegg.jp/entry/D05768
Parkinson disease,H00057,Selegiline hydrochloride,D00785,https://www.kegg.jp/entry/D00785
Parkinson disease,H00057,Rasagiline mesylate,D02562,https://www.kegg.jp/entry/D02562
Parkinson disease,H00057,Safinamide mesylate,D10191,https://www.kegg.jp/entry/D10191
Parkinson disease,H00057,Tolcapone,D00786,https://www.kegg.jp/entry/D00786
Parkinson disease,H00057,Entacapone,D00781,https://www.kegg.jp/entry/D00781
Parkinson disease,H00057,Opicapone,D10825,https://www.kegg.jp/entry/D10825
Parkinson disease,H00057,Istradefylline,D04641,https://www.kegg.jp/entry/D04641
Parkinson disease,H00057,Pimavanserin tartrate,D08969,https://www.kegg.jp/entry/D08969
Parkinson disease,H00057,Carbidopa,D00558,https://www.kegg.jp/entry/D00558
Parkinsonian syndrome,H01600,Diphenhydramine hydrochloride,D00669,https://www.kegg.jp/entry/D00669
Parkinsonian syndrome,H01600,Trihexyphenidyl hydrochloride,D00787,https://www.kegg.jp/entry/D00787
Parkinsonian syndrome,H01600,Biperiden hydrochloride,D02246,https://www.kegg.jp/entry/D02246
Parkinsonian syndrome,H01600,Biperiden lactate,D02247,https://www.kegg.jp/entry/D02247
Parkinsonian syndrome,H01600,Profenamine hydrochloride,D01118,https://www.kegg.jp/entry/D01118
Parkinsonian syndrome,H01600,Benztropine mesylate,D00778,https://www.kegg.jp/entry/D00778
Parkinsonian syndrome,H01600,Levodopa,D00059,https://www.kegg.jp/entry/D00059
Parkinsonian syndrome,H01600,Carbidopa hydrate and levodopa,D00253,https://www.kegg.jp/entry/D00253
Parkinsonian syndrome,H01600,Amantadine hydrochloride,D00777,https://www.kegg.jp/entry/D00777
Parkinsonian syndrome,H01600,Tolcapone,D00786,https://www.kegg.jp/entry/D00786
Parkinsonian syndrome,H01600,Carbidopa,D00558,https://www.kegg.jp/entry/D00558
Colorectal cancer,H00020,Capecitabine,D01223,https://www.kegg.jp/entry/D01223
Colorectal cancer,H00020,Floxuridine,D04197,https://www.kegg.jp/entry/D04197
Colorectal cancer,H00020,Trifluridine and tipiracil hydrochloride,D10526,https://www.kegg.jp/entry/D10526
Colorectal cancer,H00020,Irinotecan hydrochloride,D01061,https://www.kegg.jp/entry/D01061
Colorectal cancer,H00020,Encorafenib,D11053,https://www.kegg.jp/entry/D11053
Colorectal cancer,H00020,Fruquintinib,D11977,https://www.kegg.jp/entry/D11977
Colorectal cancer,H00020,Regorafenib hydrate,D10137,https://www.kegg.jp/entry/D10137
Colorectal cancer,H00020,Cetuximab,D03455,https://www.kegg.jp/entry/D03455
Colorectal cancer,H00020,Panitumumab,D05350,https://www.kegg.jp/entry/D05350
Colorectal cancer,H00020,Nivolumab,D10316,https://www.kegg.jp/entry/D10316
Colorectal cancer,H00020,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Colorectal cancer,H00020,Bevacizumab,D06409,https://www.kegg.jp/entry/D06409
Colorectal cancer,H00020,Ramucirumab,D09371,https://www.kegg.jp/entry/D09371
Colorectal cancer,H00020,Oxaliplatin,D01790,https://www.kegg.jp/entry/D01790
Colorectal cancer,H00020,Aflibercept,D09574,https://www.kegg.jp/entry/D09574
Colorectal cancer,H00020,Leucovorin calcium,D01211,https://www.kegg.jp/entry/D01211
